N° medida;Fecha;Voltaje Shunt;Voltaje Bus;Voltaje total;Corriente;Potencia;Memoria Libre; Memoria Usada;Memoria Total;Proceso Node
1709;2020-12-02 08:53:57.049;h;h;h;h;h;612332;335972;948304;No Activo
1710;2020-12-02 08:53:57.282;h;h;h;h;h;612316;335988;948304;No Activo
1711;2020-12-02 08:53:57.516;h;h;h;h;h;612576;335728;948304;No Activo
1712;2020-12-02 08:53:57.777;h;h;h;h;h;612584;335720;948304;No Activo
1713;2020-12-02 08:53:58.036;h;h;h;h;h;612568;335736;948304;No Activo
1714;2020-12-02 08:53:58.270;h;h;h;h;h;612528;335776;948304;No Activo
1715;2020-12-02 08:53:58.504;h;h;h;h;h;612544;335760;948304;No Activo
1716;2020-12-02 08:53:58.737;h;h;h;h;h;612528;335776;948304;No Activo
1717;2020-12-02 08:53:58.998;h;h;h;h;h;612528;335776;948304;No Activo
1718;2020-12-02 08:53:59.232;h;h;h;h;h;612544;335760;948304;No Activo
1719;2020-12-02 08:53:59.464;h;h;h;h;h;612544;335760;948304;No Activo
1720;2020-12-02 08:53:59.696;h;h;h;h;h;612796;335508;948304;No Activo
1721;2020-12-02 08:53:59.953;h;h;h;h;h;612796;335508;948304;No Activo
1722;2020-12-02 08:54:00.185;h;h;h;h;h;612276;336028;948304;No Activo
1723;2020-12-02 08:54:00.417;h;h;h;h;h;612528;335776;948304;No Activo
1724;2020-12-02 08:54:00.648;h;h;h;h;h;612544;335760;948304;No Activo
1725;2020-12-02 08:54:00.905;h;h;h;h;h;612544;335760;948304;No Activo
1726;2020-12-02 08:54:01.164;h;h;h;h;h;612284;336020;948304;No Activo
1727;2020-12-02 08:54:01.396;h;h;h;h;h;612284;336020;948304;No Activo
1728;2020-12-02 08:54:01.627;h;h;h;h;h;611748;336556;948304;No Activo
1729;2020-12-02 08:54:01.859;h;h;h;h;h;612000;336304;948304;No Activo
1730;2020-12-02 08:54:02.116;h;h;h;h;h;612000;336304;948304;No Activo
1731;2020-12-02 08:54:02.373;h;h;h;h;h;612252;336052;948304;No Activo
1732;2020-12-02 08:54:02.604;h;h;h;h;h;612000;336304;948304;No Activo
1733;2020-12-02 08:54:02.836;h;h;h;h;h;612252;336052;948304;No Activo
1734;2020-12-02 08:54:03.068;h;h;h;h;h;612048;336256;948304;No Activo
1735;2020-12-02 08:54:03.325;h;h;h;h;h;612032;336272;948304;No Activo
1736;2020-12-02 08:54:03.583;h;h;h;h;h;611780;336524;948304;No Activo
1737;2020-12-02 08:54:03.814;h;h;h;h;h;612032;336272;948304;No Activo
1738;2020-12-02 08:54:04.046;h;h;h;h;h;612032;336272;948304;No Activo
1739;2020-12-02 08:54:04.277;h;h;h;h;h;612300;336004;948304;No Activo
1740;2020-12-02 08:54:04.535;h;h;h;h;h;611964;336340;948304;No Activo
1741;2020-12-02 08:54:04.792;h;h;h;h;h;612248;336056;948304;No Activo
1742;2020-12-02 08:54:05.023;h;h;h;h;h;611980;336324;948304;No Activo
1743;2020-12-02 08:54:05.256;h;h;h;h;h;612232;336072;948304;No Activo
1744;2020-12-02 08:54:05.490;h;h;h;h;h;612056;336248;948304;No Activo
1745;2020-12-02 08:54:05.748;h;h;h;h;h;612024;336280;948304;No Activo
1746;2020-12-02 08:54:06.008;h;h;h;h;h;612024;336280;948304;No Activo
1747;2020-12-02 08:54:06.242;h;h;h;h;h;611788;336516;948304;No Activo
1748;2020-12-02 08:54:06.475;h;h;h;h;h;612056;336248;948304;No Activo
1749;2020-12-02 08:54:06.709;h;h;h;h;h;612072;336232;948304;No Activo
1750;2020-12-02 08:54:06.967;h;h;h;h;h;612048;336256;948304;No Activo
1751;2020-12-02 08:54:07.230;h;h;h;h;h;612072;336232;948304;No Activo
1752;2020-12-02 08:54:07.463;h;h;h;h;h;612040;336264;948304;No Activo
1753;2020-12-02 08:54:07.697;h;h;h;h;h;611780;336524;948304;No Activo
1754;2020-12-02 08:54:07.932;h;h;h;h;h;612072;336232;948304;No Activo
1755;2020-12-02 08:54:08.189;h;h;h;h;h;612072;336232;948304;No Activo
1756;2020-12-02 08:54:08.454;h;h;h;h;h;612080;336224;948304;No Activo
1757;2020-12-02 08:54:08.688;h;h;h;h;h;612064;336240;948304;No Activo
1758;2020-12-02 08:54:08.922;h;h;h;h;h;612088;336216;948304;No Activo
1759;2020-12-02 08:54:09.155;h;h;h;h;h;612112;336192;948304;No Activo
1760;2020-12-02 08:54:09.415;h;h;h;h;h;611852;336452;948304;No Activo
1761;2020-12-02 08:54:09.676;h;h;h;h;h;612120;336184;948304;No Activo
1762;2020-12-02 08:54:09.908;h;h;h;h;h;612152;336152;948304;No Activo
1763;2020-12-02 08:54:10.142;h;h;h;h;h;612104;336200;948304;No Activo
1764;2020-12-02 08:54:10.375;h;h;h;h;h;612104;336200;948304;No Activo
1765;2020-12-02 08:54:10.637;h;h;h;h;h;612104;336200;948304;No Activo
1766;2020-12-02 08:54:10.900;h;h;h;h;h;612144;336160;948304;No Activo
1767;2020-12-02 08:54:11.133;h;h;h;h;h;612136;336168;948304;No Activo
1768;2020-12-02 08:54:11.367;h;h;h;h;h;612120;336184;948304;No Activo
1769;2020-12-02 08:54:11.600;h;h;h;h;h;612128;336176;948304;No Activo
1770;2020-12-02 08:54:11.860;h;h;h;h;h;612112;336192;948304;No Activo
1771;2020-12-02 08:54:12.119;h;h;h;h;h;612128;336176;948304;No Activo
1772;2020-12-02 08:54:12.352;h;h;h;h;h;612120;336184;948304;No Activo
1773;2020-12-02 08:54:12.586;h;h;h;h;h;612120;336184;948304;No Activo
1774;2020-12-02 08:54:12.820;h;h;h;h;h;612120;336184;948304;No Activo
1775;2020-12-02 08:54:13.082;h;h;h;h;h;612120;336184;948304;No Activo
1776;2020-12-02 08:54:13.315;h;h;h;h;h;611884;336420;948304;No Activo
1777;2020-12-02 08:54:13.548;h;h;h;h;h;611892;336412;948304;No Activo
1778;2020-12-02 08:54:13.782;h;h;h;h;h;611844;336460;948304;No Activo
1779;2020-12-02 08:54:14.043;h;h;h;h;h;612068;336236;948304;No Activo
1780;2020-12-02 08:54:14.275;h;h;h;h;h;611616;336688;948304;No Activo
1781;2020-12-02 08:54:14.507;h;h;h;h;h;611892;336412;948304;No Activo
1782;2020-12-02 08:54:14.738;h;h;h;h;h;612444;335860;948304;No Activo
1783;2020-12-02 08:54:14.996;h;h;h;h;h;612600;335704;948304;No Activo
1784;2020-12-02 08:54:15.253;h;h;h;h;h;612600;335704;948304;No Activo
1785;2020-12-02 08:54:15.485;h;h;h;h;h;612380;335924;948304;No Activo
1786;2020-12-02 08:54:15.717;h;h;h;h;h;612632;335672;948304;No Activo
1787;2020-12-02 08:54:15.949;h;h;h;h;h;612900;335404;948304;No Activo
1788;2020-12-02 08:54:16.206;h;h;h;h;h;612364;335940;948304;No Activo
1789;2020-12-02 08:54:16.468;h;h;h;h;h;612380;335924;948304;No Activo
1790;2020-12-02 08:54:16.702;h;h;h;h;h;612380;335924;948304;No Activo
1791;2020-12-02 08:54:16.934;h;h;h;h;h;612388;335916;948304;No Activo
1792;2020-12-02 08:54:17.167;h;h;h;h;h;612144;336160;948304;No Activo
1793;2020-12-02 08:54:17.427;h;h;h;h;h;612364;335940;948304;No Activo
1794;2020-12-02 08:54:17.689;h;h;h;h;h;612404;335900;948304;No Activo
1795;2020-12-02 08:54:17.922;h;h;h;h;h;612144;336160;948304;No Activo
1796;2020-12-02 08:54:18.154;h;h;h;h;h;612144;336160;948304;No Activo
1797;2020-12-02 08:54:18.386;h;h;h;h;h;612152;336152;948304;No Activo
1798;2020-12-02 08:54:18.647;h;h;h;h;h;611860;336444;948304;No Activo
1799;2020-12-02 08:54:18.907;h;h;h;h;h;612128;336176;948304;No Activo
1800;2020-12-02 08:54:19.140;h;h;h;h;h;611892;336412;948304;No Activo
1801;2020-12-02 08:54:19.376;h;h;h;h;h;612160;336144;948304;No Activo
1802;2020-12-02 08:54:19.608;h;h;h;h;h;612452;335852;948304;No Activo
1803;2020-12-02 08:54:19.870;h;h;h;h;h;612144;336160;948304;No Activo
1804;2020-12-02 08:54:20.103;h;h;h;h;h;612152;336152;948304;No Activo
1805;2020-12-02 08:54:20.338;h;h;h;h;h;612152;336152;948304;No Activo
1806;2020-12-02 08:54:20.571;h;h;h;h;h;612120;336184;948304;No Activo
1807;2020-12-02 08:54:20.831;h;h;h;h;h;612144;336160;948304;No Activo
1808;2020-12-02 08:54:21.063;h;h;h;h;h;612136;336168;948304;No Activo
1809;2020-12-02 08:54:21.294;h;h;h;h;h;612152;336152;948304;No Activo
1810;2020-12-02 08:54:21.526;h;h;h;h;h;612640;335664;948304;No Activo
1811;2020-12-02 08:54:21.784;h;h;h;h;h;612640;335664;948304;No Activo
1812;2020-12-02 08:54:22.041;h;h;h;h;h;612640;335664;948304;No Activo
1813;2020-12-02 08:54:22.273;h;h;h;h;h;612456;335848;948304;No Activo
1814;2020-12-02 08:54:22.504;h;h;h;h;h;611700;336604;948304;No Activo
1815;2020-12-02 08:54:22.736;h;h;h;h;h;611668;336636;948304;No Activo
1816;2020-12-02 08:54:22.997;h;h;h;h;h;611912;336392;948304;No Activo
1817;2020-12-02 08:54:23.258;h;h;h;h;h;611960;336344;948304;No Activo
1818;2020-12-02 08:54:23.492;h;h;h;h;h;611968;336336;948304;No Activo
1819;2020-12-02 08:54:23.726;h;h;h;h;h;611984;336320;948304;No Activo
1820;2020-12-02 08:54:23.958;h;h;h;h;h;611968;336336;948304;No Activo
1821;2020-12-02 08:54:24.218;h;h;h;h;h;611432;336872;948304;No Activo
1822;2020-12-02 08:54:24.476;h;h;h;h;h;611448;336856;948304;No Activo
1823;2020-12-02 08:54:24.712;h;h;h;h;h;611180;337124;948304;No Activo
1824;2020-12-02 08:54:24.947;h;h;h;h;h;611180;337124;948304;No Activo
1825;2020-12-02 08:54:25.179;h;h;h;h;h;611180;337124;948304;No Activo
1826;2020-12-02 08:54:25.440;h;h;h;h;h;611480;336824;948304;No Activo
1827;2020-12-02 08:54:25.674;h;h;h;h;h;611880;336424;948304;No Activo
1828;2020-12-02 08:54:25.908;h;h;h;h;h;611896;336408;948304;No Activo
1829;2020-12-02 08:54:26.141;h;h;h;h;h;611880;336424;948304;No Activo
1830;2020-12-02 08:54:26.403;h;h;h;h;h;611800;336504;948304;No Activo
1831;2020-12-02 08:54:26.639;h;h;h;h;h;611832;336472;948304;No Activo
1832;2020-12-02 08:54:26.872;h;h;h;h;h;611800;336504;948304;No Activo
1833;2020-12-02 08:54:27.105;h;h;h;h;h;611800;336504;948304;No Activo
1834;2020-12-02 08:54:27.366;h;h;h;h;h;611816;336488;948304;No Activo
1835;2020-12-02 08:54:27.627;h;h;h;h;h;611800;336504;948304;No Activo
1836;2020-12-02 08:54:27.860;h;h;h;h;h;611808;336496;948304;No Activo
1837;2020-12-02 08:54:28.095;h;h;h;h;h;611832;336472;948304;No Activo
1838;2020-12-02 08:54:28.327;h;h;h;h;h;611840;336464;948304;No Activo
1839;2020-12-02 08:54:28.589;h;h;h;h;h;611572;336732;948304;No Activo
1840;2020-12-02 08:54:28.824;h;h;h;h;h;611556;336748;948304;No Activo
1841;2020-12-02 08:54:29.058;h;h;h;h;h;611572;336732;948304;No Activo
1842;2020-12-02 08:54:29.292;h;h;h;h;h;611556;336748;948304;No Activo
1843;2020-12-02 08:54:29.550;h;h;h;h;h;611548;336756;948304;No Activo
1844;2020-12-02 08:54:29.808;h;h;h;h;h;611580;336724;948304;No Activo
1845;2020-12-02 08:54:30.042;h;h;h;h;h;611856;336448;948304;No Activo
1846;2020-12-02 08:54:30.276;h;h;h;h;h;611808;336496;948304;No Activo
1847;2020-12-02 08:54:30.508;h;h;h;h;h;611840;336464;948304;No Activo
1848;2020-12-02 08:54:30.765;h;h;h;h;h;611824;336480;948304;No Activo
1849;2020-12-02 08:54:30.999;h;h;h;h;h;612084;336220;948304;No Activo
1850;2020-12-02 08:54:31.232;h;h;h;h;h;611824;336480;948304;No Activo
1851;2020-12-02 08:54:31.466;h;h;h;h;h;611792;336512;948304;No Activo
1852;2020-12-02 08:54:31.723;h;h;h;h;h;611784;336520;948304;No Activo
1853;2020-12-02 08:54:31.981;h;h;h;h;h;611532;336772;948304;No Activo
1854;2020-12-02 08:54:32.214;h;h;h;h;h;611540;336764;948304;No Activo
1855;2020-12-02 08:54:32.446;h;h;h;h;h;611808;336496;948304;No Activo
1856;2020-12-02 08:54:32.679;h;h;h;h;h;612124;336180;948304;No Activo
1857;2020-12-02 08:54:32.936;h;h;h;h;h;611840;336464;948304;No Activo
1858;2020-12-02 08:54:33.196;h;h;h;h;h;611832;336472;948304;No Activo
1859;2020-12-02 08:54:33.429;h;h;h;h;h;612092;336212;948304;No Activo
1860;2020-12-02 08:54:33.662;h;h;h;h;h;612312;335992;948304;No Activo
1861;2020-12-02 08:54:33.896;h;h;h;h;h;612328;335976;948304;No Activo
1862;2020-12-02 08:54:34.155;h;h;h;h;h;612060;336244;948304;No Activo
1863;2020-12-02 08:54:34.416;h;h;h;h;h;612312;335992;948304;No Activo
1864;2020-12-02 08:54:34.678;h;h;h;h;h;612312;335992;948304;No Activo
1865;2020-12-02 08:54:34.910;h;h;h;h;h;612296;336008;948304;No Activo
1866;2020-12-02 08:54:35.142;h;h;h;h;h;612548;335756;948304;No Activo
1867;2020-12-02 08:54:35.374;h;h;h;h;h;612336;335968;948304;No Activo
1868;2020-12-02 08:54:35.634;h;h;h;h;h;612336;335968;948304;No Activo
1869;2020-12-02 08:54:35.891;h;h;h;h;h;612100;336204;948304;No Activo
1870;2020-12-02 08:54:36.124;h;h;h;h;h;611840;336464;948304;No Activo
1871;2020-12-02 08:54:36.358;h;h;h;h;h;611848;336456;948304;No Activo
1872;2020-12-02 08:54:36.593;h;h;h;h;h;611580;336724;948304;No Activo
1873;2020-12-02 08:54:36.850;h;h;h;h;h;611816;336488;948304;No Activo
1874;2020-12-02 08:54:37.108;h;h;h;h;h;611496;336808;948304;No Activo
1875;2020-12-02 08:54:37.339;h;h;h;h;h;610976;337328;948304;No Activo
1876;2020-12-02 08:54:37.572;h;h;h;h;h;611580;336724;948304;No Activo
1877;2020-12-02 08:54:37.803;h;h;h;h;h;611580;336724;948304;No Activo
1878;2020-12-02 08:54:38.061;h;h;h;h;h;611596;336708;948304;No Activo
1879;2020-12-02 08:54:38.293;h;h;h;h;h;611596;336708;948304;No Activo
1880;2020-12-02 08:54:38.528;h;h;h;h;h;611832;336472;948304;No Activo
1881;2020-12-02 08:54:38.767;h;h;h;h;h;611612;336692;948304;No Activo
1882;2020-12-02 08:54:39.025;h;h;h;h;h;611344;336960;948304;No Activo
1883;2020-12-02 08:54:39.283;h;h;h;h;h;611344;336960;948304;No Activo
1884;2020-12-02 08:54:39.544;h;h;h;h;h;611252;337052;948304;No Activo
1885;2020-12-02 08:54:39.778;h;h;h;h;h;610984;337320;948304;No Activo
1886;2020-12-02 08:54:40.012;h;h;h;h;h;611008;337296;948304;No Activo
1887;2020-12-02 08:54:40.245;h;h;h;h;h;611200;337104;948304;No Activo
1888;2020-12-02 08:54:40.506;h;h;h;h;h;611344;336960;948304;No Activo
1889;2020-12-02 08:54:40.768;h;h;h;h;h;611328;336976;948304;No Activo
1890;2020-12-02 08:54:41.001;h;h;h;h;h;611312;336992;948304;No Activo
1891;2020-12-02 08:54:41.236;h;h;h;h;h;611360;336944;948304;No Activo
1892;2020-12-02 08:54:41.470;h;h;h;h;h;611620;336684;948304;No Activo
1893;2020-12-02 08:54:41.734;h;h;h;h;h;611328;336976;948304;No Activo
1894;2020-12-02 08:54:41.994;h;h;h;h;h;611328;336976;948304;No Activo
1895;2020-12-02 08:54:42.228;h;h;h;h;h;611312;336992;948304;No Activo
1896;2020-12-02 08:54:42.461;h;h;h;h;h;611312;336992;948304;No Activo
1897;2020-12-02 08:54:42.695;h;h;h;h;h;611076;337228;948304;No Activo
1898;2020-12-02 08:54:42.953;h;h;h;h;h;611556;336748;948304;No Activo
1899;2020-12-02 08:54:43.211;h;h;h;h;h;611588;336716;948304;No Activo
1900;2020-12-02 08:54:43.442;h;h;h;h;h;611604;336700;948304;No Activo
1901;2020-12-02 08:54:43.675;h;h;h;h;h;611572;336732;948304;No Activo
1902;2020-12-02 08:54:43.907;h;h;h;h;h;611572;336732;948304;No Activo
1903;2020-12-02 08:54:44.164;h;h;h;h;h;611604;336700;948304;No Activo
1904;2020-12-02 08:54:44.421;h;h;h;h;h;611824;336480;948304;No Activo
1905;2020-12-02 08:54:44.653;h;h;h;h;h;611840;336464;948304;No Activo
1906;2020-12-02 08:54:44.885;h;h;h;h;h;611572;336732;948304;No Activo
1907;2020-12-02 08:54:45.117;h;h;h;h;h;611336;336968;948304;No Activo
1908;2020-12-02 08:54:45.380;h;h;h;h;h;611620;336684;948304;No Activo
1909;2020-12-02 08:54:45.636;h;h;h;h;h;611572;336732;948304;No Activo
1910;2020-12-02 08:54:45.871;h;h;h;h;h;611336;336968;948304;No Activo
1911;2020-12-02 08:54:46.104;h;h;h;h;h;611572;336732;948304;No Activo
1912;2020-12-02 08:54:46.339;h;h;h;h;h;611620;336684;948304;No Activo
1913;2020-12-02 08:54:46.596;h;h;h;h;h;611588;336716;948304;No Activo
1914;2020-12-02 08:54:46.860;h;h;h;h;h;611580;336724;948304;No Activo
1915;2020-12-02 08:54:47.093;h;h;h;h;h;611612;336692;948304;No Activo
1916;2020-12-02 08:54:47.327;h;h;h;h;h;611824;336480;948304;No Activo
1917;2020-12-02 08:54:47.560;h;h;h;h;h;611824;336480;948304;No Activo
1918;2020-12-02 08:54:47.823;h;h;h;h;h;611824;336480;948304;No Activo
1919;2020-12-02 08:54:48.084;h;h;h;h;h;611832;336472;948304;No Activo
1920;2020-12-02 08:54:48.318;h;h;h;h;h;611848;336456;948304;No Activo
1921;2020-12-02 08:54:48.551;h;h;h;h;h;612076;336228;948304;No Activo
1922;2020-12-02 08:54:48.786;h;h;h;h;h;612108;336196;948304;No Activo
1923;2020-12-02 08:54:49.046;h;h;h;h;h;612092;336212;948304;No Activo
1924;2020-12-02 08:54:49.308;h;h;h;h;h;612092;336212;948304;No Activo
1925;2020-12-02 08:54:49.542;h;h;h;h;h;612108;336196;948304;No Activo
1926;2020-12-02 08:54:49.774;h;h;h;h;h;612124;336180;948304;No Activo
1927;2020-12-02 08:54:50.007;h;h;h;h;h;612140;336164;948304;No Activo
1928;2020-12-02 08:54:50.267;h;h;h;h;h;612368;335936;948304;No Activo
1929;2020-12-02 08:54:50.529;h;h;h;h;h;612368;335936;948304;No Activo
1930;2020-12-02 08:54:50.762;h;h;h;h;h;612376;335928;948304;No Activo
1931;2020-12-02 08:54:50.995;h;h;h;h;h;612140;336164;948304;No Activo
1932;2020-12-02 08:54:51.227;h;h;h;h;h;611872;336432;948304;No Activo
1933;2020-12-02 08:54:51.489;h;h;h;h;h;611864;336440;948304;No Activo
1934;2020-12-02 08:54:51.748;h;h;h;h;h;611864;336440;948304;No Activo
1935;2020-12-02 08:54:51.982;h;h;h;h;h;612080;336224;948304;No Activo
1936;2020-12-02 08:54:52.216;h;h;h;h;h;611896;336408;948304;No Activo
1937;2020-12-02 08:54:52.451;h;h;h;h;h;611880;336424;948304;No Activo
1938;2020-12-02 08:54:52.710;h;h;h;h;h;611848;336456;948304;No Activo
1939;2020-12-02 08:54:52.943;h;h;h;h;h;611896;336408;948304;No Activo
1940;2020-12-02 08:54:53.177;h;h;h;h;h;611612;336692;948304;No Activo
1941;2020-12-02 08:54:53.411;h;h;h;h;h;611812;336492;948304;No Activo
1942;2020-12-02 08:54:53.673;h;h;h;h;h;612116;336188;948304;No Activo
1943;2020-12-02 08:54:53.906;h;h;h;h;h;612132;336172;948304;No Activo
1944;2020-12-02 08:54:54.140;h;h;h;h;h;612116;336188;948304;No Activo
1945;2020-12-02 08:54:54.374;h;h;h;h;h;612116;336188;948304;No Activo
1946;2020-12-02 08:54:54.631;h;h;h;h;h;611848;336456;948304;No Activo
1947;2020-12-02 08:54:54.864;h;h;h;h;h;611644;336660;948304;No Activo
1948;2020-12-02 08:54:55.099;h;h;h;h;h;611880;336424;948304;No Activo
1949;2020-12-02 08:54:55.332;h;h;h;h;h;611848;336456;948304;No Activo
1950;2020-12-02 08:54:55.595;h;h;h;h;h;611880;336424;948304;No Activo
1951;2020-12-02 08:54:55.827;h;h;h;h;h;611896;336408;948304;No Activo
1952;2020-12-02 08:54:56.060;h;h;h;h;h;611848;336456;948304;No Activo
1953;2020-12-02 08:54:56.295;h;h;h;h;h;612124;336180;948304;No Activo
1954;2020-12-02 08:54:56.556;h;h;h;h;h;612140;336164;948304;No Activo
1955;2020-12-02 08:54:56.790;h;h;h;h;h;612124;336180;948304;No Activo
1956;2020-12-02 08:54:57.025;h;h;h;h;h;611888;336416;948304;No Activo
1957;2020-12-02 08:54:57.257;h;h;h;h;h;611888;336416;948304;No Activo
1958;2020-12-02 08:54:57.515;h;h;h;h;h;611896;336408;948304;No Activo
1959;2020-12-02 08:54:57.749;h;h;h;h;h;611652;336652;948304;No Activo
1960;2020-12-02 08:54:57.982;h;h;h;h;h;611872;336432;948304;No Activo
1961;2020-12-02 08:54:58.216;h;h;h;h;h;611888;336416;948304;No Activo
1962;2020-12-02 08:54:58.475;h;h;h;h;h;611856;336448;948304;No Activo
1963;2020-12-02 08:54:58.709;h;h;h;h;h;611840;336464;948304;No Activo
1964;2020-12-02 08:54:58.942;h;h;h;h;h;612084;336220;948304;No Activo
1965;2020-12-02 08:54:59.176;h;h;h;h;h;612140;336164;948304;No Activo
1966;2020-12-02 08:54:59.435;h;h;h;h;h;611840;336464;948304;No Activo
1967;2020-12-02 08:54:59.669;h;h;h;h;h;612132;336172;948304;No Activo
1968;2020-12-02 08:54:59.902;h;h;h;h;h;612400;335904;948304;No Activo
1969;2020-12-02 08:55:00.137;h;h;h;h;h;612360;335944;948304;No Activo
1970;2020-12-02 08:55:00.397;h;h;h;h;h;612628;335676;948304;No Activo
1971;2020-12-02 08:55:00.659;h;h;h;h;h;612612;335692;948304;No Activo
1972;2020-12-02 08:55:00.923;h;h;h;h;h;612636;335668;948304;No Activo
1973;2020-12-02 08:55:01.155;h;h;h;h;h;612408;335896;948304;No Activo
1974;2020-12-02 08:55:01.387;h;h;h;h;h;612132;336172;948304;No Activo
1975;2020-12-02 08:55:01.621;h;h;h;h;h;611596;336708;948304;No Activo
1976;2020-12-02 08:55:01.883;h;h;h;h;h;611328;336976;948304;No Activo
1977;2020-12-02 08:55:02.142;h;h;h;h;h;611580;336724;948304;No Activo
1978;2020-12-02 08:55:02.374;h;h;h;h;h;611360;336944;948304;No Activo
1979;2020-12-02 08:55:02.606;h;h;h;h;h;611344;336960;948304;No Activo
1980;2020-12-02 08:55:02.838;h;h;h;h;h;611108;337196;948304;No Activo
1981;2020-12-02 08:55:03.100;h;h;h;h;h;611352;336952;948304;No Activo
1982;2020-12-02 08:55:03.360;h;h;h;h;h;611368;336936;948304;No Activo
1983;2020-12-02 08:55:03.592;h;h;h;h;h;611100;337204;948304;No Activo
1984;2020-12-02 08:55:03.824;h;h;h;h;h;611116;337188;948304;No Activo
1985;2020-12-02 08:55:04.056;h;h;h;h;h;611384;336920;948304;No Activo
1986;2020-12-02 08:55:04.314;h;h;h;h;h;611368;336936;948304;No Activo
1987;2020-12-02 08:55:04.571;h;h;h;h;h;611132;337172;948304;No Activo
1988;2020-12-02 08:55:04.803;h;h;h;h;h;611080;337224;948304;No Activo
1989;2020-12-02 08:55:05.035;h;h;h;h;h;611332;336972;948304;No Activo
1990;2020-12-02 08:55:05.267;h;h;h;h;h;611316;336988;948304;No Activo
1991;2020-12-02 08:55:05.524;h;h;h;h;h;611332;336972;948304;No Activo
1992;2020-12-02 08:55:05.782;h;h;h;h;h;611384;336920;948304;No Activo
1993;2020-12-02 08:55:06.014;h;h;h;h;h;611384;336920;948304;No Activo
1994;2020-12-02 08:55:06.245;h;h;h;h;h;611132;337172;948304;No Activo
1995;2020-12-02 08:55:06.477;h;h;h;h;h;611124;337180;948304;No Activo
1996;2020-12-02 08:55:06.737;h;h;h;h;h;611140;337164;948304;No Activo
1997;2020-12-02 08:55:06.994;h;h;h;h;h;611376;336928;948304;No Activo
1998;2020-12-02 08:55:07.226;h;h;h;h;h;611376;336928;948304;No Activo
1999;2020-12-02 08:55:07.458;h;h;h;h;h;611376;336928;948304;No Activo
2000;2020-12-02 08:55:07.689;h;h;h;h;h;610804;337500;948304;No Activo
2001;2020-12-02 08:55:07.947;h;h;h;h;h;611056;337248;948304;No Activo
2002;2020-12-02 08:55:08.179;h;h;h;h;h;611088;337216;948304;No Activo
2003;2020-12-02 08:55:08.411;h;h;h;h;h;611360;336944;948304;No Activo
2004;2020-12-02 08:55:08.643;h;h;h;h;h;611040;337264;948304;No Activo
2005;2020-12-02 08:55:08.900;h;h;h;h;h;611140;337164;948304;No Activo
2006;2020-12-02 08:55:09.158;h;h;h;h;h;611384;336920;948304;No Activo
2007;2020-12-02 08:55:09.390;h;h;h;h;h;611384;336920;948304;No Activo
2008;2020-12-02 08:55:09.622;h;h;h;h;h;611368;336936;948304;No Activo
2009;2020-12-02 08:55:09.853;h;h;h;h;h;611368;336936;948304;No Activo
2010;2020-12-02 08:55:10.111;h;h;h;h;h;611620;336684;948304;No Activo
2011;2020-12-02 08:55:10.368;h;h;h;h;h;611384;336920;948304;No Activo
2012;2020-12-02 08:55:10.600;h;h;h;h;h;611384;336920;948304;No Activo
2013;2020-12-02 08:55:10.832;h;h;h;h;h;611368;336936;948304;No Activo
2014;2020-12-02 08:55:11.063;h;h;h;h;h;611636;336668;948304;No Activo
2015;2020-12-02 08:55:11.322;h;h;h;h;h;611324;336980;948304;No Activo
2016;2020-12-02 08:55:11.582;h;h;h;h;h;611356;336948;948304;No Activo
2017;2020-12-02 08:55:11.815;h;h;h;h;h;611400;336904;948304;No Activo
2018;2020-12-02 08:55:12.047;h;h;h;h;h;611904;336400;948304;No Activo
2019;2020-12-02 08:55:12.280;h;h;h;h;h;612172;336132;948304;No Activo
2020;2020-12-02 08:55:12.539;h;h;h;h;h;612172;336132;948304;No Activo
